P.of.T,SUBJ,NUMB,SECT,CRN,TITLE,NOTES,HRS,ENRLD,MAXENRL,TIMES,DAYS,LOCATION,INSTRUCTOR,CAMPUS
1,MUSC,4262,1,50427,FORM AND ANALYSIS,,2,5,15,03:00-03:50,T R,0200 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,4331,1,49563,MUSIC ENSEMBLE,- No-cost:$0 required txtbk cost,1,5,40,07:00-08:00,T R,0102 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,4331,5,48009,MUSIC ENSEMBLE CONCERT BAND,,1,1,35,05:00-07:00,M WR,0100 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,4797,1,50019,MUSIC SEMINAR,,2,4,15,02:00-02:50,M W,0200 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,4798,0,50491,SENIOR RECITAL,,3,5,25,04:00-07:00,R,PATTON ACADEMIC,"Gip, Henry",Main Campus
1,NURS,3100K,1,50125,CON.PSYCHIATRIC MH NURSING,,5,16,40,09:00-11:30,F,0108 MYERS HOME EC,"Paner, Christopher",Main Campus
1,NURS,3100L,1,50126,CON.PSYCH MH NURSING LAB,,0,16,40,06:30-12:30,M,0108 MYERS HOME EC,"Paner, Christopher",Main Campus
1,NURS,3110K,1,50123,ADLT NURS & HLTH DISPARITIES i,,7,16,40,08:00-11:20,T,0108 MYERS HOME EC,"Paner, Christopher",Main Campus
1,NURS,3110L,1,50124,ADLT NURS & HLTH DISPAR LAB,,0,16,40,06:30-04:00,W,,"Paner, Christopher",Main Campus
1,NURS,3120,1,50127,RESEARCH METHODS IN NURSING,,3,16,40,12:30-03:00,T,0108 MYERS HOME EC,"Paner, Christopher",Main Campus
1,NURS,4100,1,50450,NURSE AS A LEADER,,3,6,6,02:30-05:00,W,,"al-Khawaja, Faadil",Main Campus
1,NURS,4110K,1,50451,NURSING CARE OF CHILDREN,,4,6,6,12:00-02:00,W,,"al-Khawaja, Faadil",Main Campus
1,NURS,4110L,0,50453,NURSING CARE OF CHILDREN LAB,,0,6,6,07:00-07:00,T,,"al-Khawaja, Faadil",Off Campus
1,NURS,4120K,1,50452,ENTRY INTO NURSING PRACTICE,,8,6,6,08:00-10:30,W,,"Wright, Jazminn",Main Campus
1,NURS,4120L,1,50454,ENTRY INTO NURS PRACTICE LAB,,0,6,6,,WRF,,"Wright, Jazminn",Off Campus
1,PBHL,5103,WH,49802,ENVIRONMENTAL HEALTH,,3,7,30,06:00-09:00,M,ONEAL VET TECH BLD,"Williams, Ross",Main Campus
1,PBHL,5113,WH,50390,ENVIRONMENTAL POLLUTION,,3,8,30,06:00-09:00,T,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,PBHL,5133,WH,49893,NUTRI AGRONOMICS /FOOD CULTURE,,3,3,30,06:00-09:00,W,ONEAL VET TECH BLD,"Scott, Kevin",Main Campus
1,PBHL,5183,WH,50389,ENVIRONMENTAL LAW,,3,9,30,06:00-09:00,T,ONEAL VET TECH BLD,"Williams, Ross",Main Campus
1,PBHL,5193,WH,49806,INDUSTRIAL HLTH & HAZARD MNGT,- No-cost:$0 required txtbk cost,3,8,30,06:00-09:00,W,ONEAL VET TECH BLD,"Williams, Ross",Main Campus
1,PBHL,5200,WH,50386,HLTH BEHAVIOR/HLTH PROMOTION,,3,6,30,06:00-09:00,M,ONEAL VET TECH BLD,"Scott, Kevin",Main Campus
1,PBHL,5223,WH,50387,OCCUPATION SFTY & EPIDEMIOLOGY,,3,2,30,06:00-09:00,T,ONEAL VET TECH BLD,"Scott, Kevin",Main Campus
1,PBHL,5324,WH,49810,ZOONOSES OF ANIMAL & HUMAN POP,- No-cost:$0 required txtbk cost,3,4,30,06:00-09:00,M,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,PBHL,5850,WH,49808,FIELD EXPERIENCE,- No-cost:$0 required txtbk cost,1,3,30,05:00-06:00,R,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,PBHL,5999,WH,49809,THESIS/RESEARCH,- No-cost:$0 required txtbk cost,1,4,30,07:00-08:00,R,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,PEDW,1402,1,47251,FITS/LIFESTY ASSESSES,,1,45,50,09:00-09:50,M W,0348 HPE BUILDING,"Wiens, Melanie",Main Campus
1,PEDW,1402,2,48623,FITS/LIFESTY ASSESSES,- No-cost:$0 required txtbk cost,1,44,50,10:00-10:50,M W,0348 HPE BUILDING,"Wiens, Melanie",Main Campus
1,PEDW,1402,3,49864,FITS/LIFESTY ASSESSES,,1,33,50,01:30-02:20,T R,0344 HPE BUILDING,"Wiens, Melanie",Main Campus
1,PEDW,1410,1,48624,BEGINNING SWIMMING,- No-cost:$0 required txtbk cost,1,17,25,05:00-06:00,F,0350 HPE BUILDING,"Eckert, Kristjan",Main Campus
1,PEDW,1444,1,47425,WALKING/JOGGING,,1,49,50,06:00-06:50,M W,HPE BUILDING,"Wiens, Melanie",Main Campus
1,PEDW,1631,1,49238,BASIC WEIGHT TRAINING,,1,51,50,05:00-05:50,M W,0352 HPE BUILDING,"Eckert, Kristjan",Main Campus
1,PEDW,1771,1,48897,RHYTHMIC AEROBICS,- No-cost:$0 required txtbk cost,1,22,50,06:00-06:50,T R,0344 HPE BUILDING,"Wiens, Melanie",Main Campus
1,PEDW,2522,1,48569,PERSON AND COMM HLTH,,2,52,50,11:00-11:50,M W,0348 HPE BUILDING,"al-Ahmadi, Ibrahim",Main Campus
1,PEDW,2522,W1,48475,PERSON AND COMM HLTH,,2,63,50,,,,"al-Ahmadi, Ibrahim",On-Line
1,PEDW,2522,W2,49236,PERSON AND COMM HLTH,,2,65,50,,,,"al-Ahmadi, Ibrahim",On-Line
1,PHIL,2010,WH1,49552,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,36,40,09:30-10:45,T R,0102 MILLER HALL,"Jones, Ariel",Main Campus
1,PHIL,2010,WH2,49630,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,22,40,04:00-04:50,M W F,0104 MILLER HALL,"Cottonwood, Dandrew",Main Campus
1,PHIL,2010,WH3,49772,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,11,40,08:00-09:15,T R,0102 MILLER HALL,"Elvove, Matthew",Main Campus
1,PHIL,2010,WH4,50357,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,33,40,09:00-09:50,M W F,0102 MILLER HALL,"Cottonwood, Dandrew",Main Campus
1,PHIL,2010,WH5,50371,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,30,40,12:30-01:45,T R,0212 MILLER HALL,"Elvove, Matthew",Main Campus
1,PHIL,2030,WH1,49553,ETHICS,,3,40,40,02:00-03:15,T R,0102 MILLER HALL,"Jones, Ariel",Main Campus
1,PHIL,2030,WH2,49631,ETHICS,,3,12,40,05:00-06:15,M W,0104 MILLER HALL,"Cottonwood, Dandrew",Main Campus
1,PHIL,2030,WH3,50358,ETHICS,,3,38,40,12:30-01:45,T R,0102 MILLER HALL,"Jones, Ariel",Main Campus
1,PHIL,4002,WH1,50359,MAJOR THEORIES IN AESTHETICS,,3,13,15,09:30-10:45,T R,0206 MILLER HALL,"Elvove, Matthew",Main Campus
1,PHSC,1101,1,47313,INTRO PHYSICAL SCI I,,3,42,40,12:30-01:45,T R,0314 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,PHSC,2012,1,47375,INTRO NON-TRDTL FORMS OF ENRGY,,1,13,30,06:00-06:50,W,0212 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,PHYS,1112,1,47307,INTRO PHYSICS II,,4,28,35,09:00-09:50,M W F,0201 COMPUTER TECHNOLOGY/MATHE,"Varney, Jayla",Main Campus
1,PHYS,1112,W1,50379,INTRO PHYSICS II,#NAME?,4,43,35,,,,"Varney, Jayla",On-Line
1,PHYS,1112L,51,47435,INTRO PHYS II-LAB,,0,33,35,01:00-02:50,F,0225 ACADEMIC CLASSROOM BUILDI,"Varney, Jayla",Main Campus
1,PHYS,1112L,W51,50382,INTRO PHYS II-LAB,,0,39,35,,,,"Varney, Jayla",On-Line
1,PHYS,2212,1,47329,PRINCIPLES OF PHYSICS II,,4,15,35,10:00-10:50,M W F,0201 COMPUTER TECHNOLOGY/MATHE,"Varney, Jayla",Main Campus
1,PHYS,2212L,51,47437,PRIN PHYS LAB II,,0,12,35,04:00-05:50,R,0225 ACADEMIC CLASSROOM BUILDI,"Varney, Jayla",Main Campus
1,POLS,1101,WH,50083,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,41,35,12:30-01:45,T R,0118 BOND ACADEMIC BLDG,"el-Akhtar, Suhaa",Main Campus
1,POLS,1101,WH2,49797,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,40,35,09:00-09:50,M W F,0118 BOND ACADEMIC BLDG,"Jones, Te'Keisha",Main Campus
1,POLS,1101,WH3,50084,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,41,35,10:00-10:50,M W F,0222 BOND ACADEMIC BLDG,"Pettway, Caitlin",Main Campus
1,POLS,1101,WH4,47420,AMERICAN GOVERNMENT,,3,37,35,08:00-09:15,T R,0117 BOND ACADEMIC BLDG,"Brown, Cecily",Main Campus
1,POLS,1101,WH5,49796,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,37,35,09:30-10:45,T R,0123 BOND ACADEMIC BLDG,"Brown, Cecily",Main Campus
1,POLS,1101,WH6,50440,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,34,35,12:30-01:45,T R,0222 BOND ACADEMIC BLDG,"Brown, Cecily",Main Campus
1,POLS,3301,WH,49800,POLITICAL SCI RSCH MTHDS,,3,14,35,01:00-01:50,M W F,0122 BOND ACADEMIC BLDG,"Jones, Te'Keisha",Main Campus
1,POLS,4402,WH,50445,AFRICAN POLITICS,,3,7,35,01:00-01:50,M W F,0218 BOND ACADEMIC BLDG,"Pettway, Caitlin",Main Campus
1,PSCI,1804,1,47325,PLANT SCIENCE,,4,26,30,02:00-02:50,M W F,0105 TABOR AGR ACAD,"Terriquez Rendon, Samantha",Main Campus
1,PSCI,1804L,51,47428,PLANT SCIENCE LAB,,0,26,30,01:00-02:50,R,0124 TABOR AGR ACAD,"Terriquez Rendon, Samantha",Main Campus
1,PSCI,2803,1,47810,INTRO TO BIOTECHNOLOGY,,3,6,20,09:30-10:45,T R,0123 TABOR AGR ACAD,"al-Shaikh, Manaahil",Main Campus
1,PSCI,3862,1,50467,PLANT PHYSIOLOGY,,3,5,10,05:30-08:30,M,0123 TABOR AGR ACAD,"Wako, Steffen",Main Campus
1,PSCI,3862L,51,50462,PLANT PHYSIOLOGY LAB,,0,5,10,08:30-10:20,S,0123 TABOR AGR ACAD,"Wako, Steffen",Main Campus
1,PSCI,4833,1,49901,PRIN OF PLANT BREEDING,,3,6,15,09:30-10:45,T R,0114 TABOR AGR ACAD,"Fhuere, Alexandra",Main Campus
1,PSCI,4833L,51,49903,PRIN OF PLANT BREEDING LAB,,0,6,15,05:30-07:20,F,0114 TABOR AGR ACAD,"Fhuere, Alexandra",Main Campus
1,PSCI,4843K,1,49907,TECH. IN MOLECULAR BIOLOGY,,3,5,15,11:00-11:50,M W,0115 TABOR AGR ACAD,"al-Shaikh, Manaahil",Main Campus
1,PSCI,4843L,51,49908,TECH. MOLEC. BIO. LAB,,0,5,15,10:00-11:50,F,0123 TABOR AGR ACAD,"al-Shaikh, Manaahil",Main Campus
1,PSCI,4863,1,50461,PLANT BIOTECHNOLOGY,,3,3,10,05:30-08:30,T,0114 TABOR AGR ACAD,"al-Shaikh, Manaahil",Main Campus
1,PSCI,4863L,51,50479,PLANT BIOTECHNOLOGY LAB,,0,3,15,03:30-06:15,R,0115 TABOR AGR ACAD,"al-Shaikh, Manaahil",Main Campus
1,PSYC,1101,W1,49237,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,48,40,,,,"Rocha, Chance",On-Line
1,PSYC,1101,WH,48338,GENERAL PSYCHOLOGY,,3,42,40,11:00-11:50,M W F,0117 BOND ACADEMIC BLDG,"Amphonephong, Vanessa",Main Campus
1,PSYC,1101,WH2,49049,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,45,40,01:00-01:50,M W F,0118 BOND ACADEMIC BLDG,"Amphonephong, Vanessa",Main Campus
1,PSYC,1101,WH3,50290,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,16,30,10:00-10:50,M W F,0123 BOND ACADEMIC BLDG,"Amphonephong, Vanessa",Main Campus
1,PSYC,2902,W1,47595,CAREERS & ISSUES IN PSYC,,2,51,40,,,,"al-Siddiqi, Maisoon",On-Line
1,PSYC,2902,WH,49519,CAREERS & ISSUES IN PSYC,,2,46,40,12:00-12:50,M W,0118 BOND ACADEMIC BLDG,"al-Siddiqi, Maisoon",Main Campus
1,PSYC,3013,W1,47542,PSYCHO RSCH II,,3,35,40,,,,"Pierce, Henry",On-Line
1,PSYC,3013,WH,47320,PSYCHO RSCH II,,3,26,40,03:30-04:45,T R,0118 BOND ACADEMIC BLDG,"Pierce, Henry",Main Campus
1,PSYC,3023,W1,47543,ABNORMAL PSYCHOLOGY,,3,44,40,,,,"Karr, Katherine",On-Line
1,PSYC,3023,WH,47400,ABNORMAL PSYCHOLOGY,,3,46,40,09:30-10:45,T R,MILLER HALL,"Gooding, Benjamin",Main Campus
1,PSYC,3043,W1,47941,PSYCHOLOGY OF LEARNING,,3,48,40,,,,"Karr, Katherine",On-Line
1,PSYC,3063,W1,47596,PERSONALITY,,3,46,40,,,,"Gooding, Benjamin",On-Line
1,PSYC,3063,WH,49051,PERSONALITY,,3,44,40,01:00-01:50,M W F,0102 MILLER HALL,"Gooding, Benjamin",Main Campus
1,PSYC,4053,W1,47540,BEHAVIOR MODIFICATION,,3,47,40,,,,"al-Siddiqi, Maisoon",On-Line
1,PSYC,4053,WH,47858,BEHAVIOR MODIFICATION,,3,43,40,11:00-11:50,M W F,0123 BOND ACADEMIC BLDG,"al-Siddiqi, Maisoon",Main Campus
1,PSYC,4073,W1,47912,CROSS-CULTURAL PSYCHOLOGY,,3,39,40,,,,"Pierce, Henry",On-Line
1,PSYC,4073,WH,49521,CROSS-CULTURAL PSYCHOLOGY,,3,26,40,02:00-03:15,T R,0118 BOND ACADEMIC BLDG,"Pierce, Henry",Main Campus
1,PSYC,4083,W1,47597,FORENSIC PSYCHOLOGY,,3,44,40,,,,"Johnson, James",On-Line
1,PSYC,4083,WH,47497,FORENSIC PSYCHOLOGY,,3,43,40,12:30-01:45,T R,0123 BOND ACADEMIC BLDG,"Rocha, Chance",Main Campus
1,PSYC,4910,W1,48601,"PRO ETHICS,STANDARD,CAREER DEV",,3,36,40,,,,"Rocha, Chance",On-Line
1,PSYC,4910,WH,49052,"PRO ETHICS,STANDARD,CAREER DEV",,3,21,40,10:00-10:50,M W F,0122 BOND ACADEMIC BLDG,"Rocha, Chance",Main Campus
1,PSYC,4912,W1,48619,PSYCHOLOGY INTERNSHIP,,6,11,15,,,,"Rocha, Chance",On-Line
1,RCCM,5423,W1,47360,MEDICAL CASE MANAGEMENT,,3,13,15,,,WEB/ D2L ONLINE,"Lovan, Timothy",On-Line
1,RCCM,5441,W1,47361,PRACTICUM IN REHABILITATION,- $40 or under req txtbks cost,3,3,12,,,WEB/ D2L ONLINE,"Sloan, Kehaulani",On-Line
1,RCCM,5706,W1,47362,INTERSHIP REHABILITATION,- $40 or under req txtbks cost,3,5,6,,,WEB/ D2L ONLINE,"Sloan, Kehaulani",On-Line
1,RCCM,5706,W2,50439,INTERSHIP REHABILITATION,,3,0,6,,,WEB/ D2L ONLINE,"Sloan, Kehaulani",On-Line
1,RCCM,6001,W1,47574,COMPREHENSIVE REVIEW,- $40 or under req txtbks cost,0,4,15,,,WEB/ D2L ONLINE,"Lovan, Timothy",On-Line
1,READ,2100,1,50483,LITERACY COMPREHENSION,,3,2,10,,,HUBBARD EDUCATION,"Villegas, Iris",Main Campus
1,READ,3820,WH,49845,EXPAND LIT ACROSS CONTENT/ECSP,,3,26,25,05:30-08:30,W,HUBBARD EDUCATION,"Villegas, Iris",On-Line
1,READ,3823,WH,49703,EXPANDING LITERACY IN MID GRD.,,3,7,25,05:30-08:30,W,HUBBARD EDUCATION,"Villegas, Iris",On-Line
1,READ,5434,70,49937,CONTENT AREA LITERACY,,3,1,12,09:00-12:00,S,0131 FVSU - Warner Robins Si,"Nelson, Alexander",FVSU-Warner Robins Campus
1,SCIE,3102K,1,47761,PRIN. OF PHYSICAL SCIENCE II,,3,7,15,05:00-07:30,T,0212 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,SCIE,3103,W1,47872,PRIN OF ENVIRONMENTAL SCIENCE,,3,12,15,,,,"Qu, Austin",On-Line
1,SOWK,2002,1,47579,SOCIAL WORK ETHICS,,3,13,20,08:00-08:50,M W F,0216 BOND ACADEMIC BLDG,"Clark, Francena",Main Campus
1,SOWK,3002,1,49841,HUMN. BEHAV. & SOC. ENV. II,,3,21,20,09:30-10:45,T R,0121 BOND ACADEMIC BLDG,"Clark, Francena",Main Campus
1,SOWK,3002,WH,50401,HUMN. BEHAV. & SOC. ENV. II,,3,6,25,05:30-06:45,M W,0121 BOND ACADEMIC BLDG,"Clark, Francena",Main Campus
1,SOWK,3012,1,50071,THRY & MTHDS-SOC WRK PRACT II,,3,19,20,12:30-01:45,T R,0121 BOND ACADEMIC BLDG,"Clark, Francena",Main Campus
1,SOWK,3012,WH,49275,THRY & MTHDS-SOC WRK PRACT II,,3,8,20,06:30-07:45,T R,0121 BOND ACADEMIC BLDG,"Hamilton, Vanessa",Main Campus
1,SOWK,4030,W1,50404,SOC WRK-FLD OF GERONTOLOGY,,3,12,25,,,,"Hamilton, Vanessa",On-Line
1,SOWK,4060,W1,50405,HUMAN SRVCS-RURAL COMM,,3,14,25,,,,"Hamilton, Vanessa",On-Line
1,SOWK,4099,W1,50076,MEN HLTH & SOC WK PRACTICES,,3,14,20,,,,"Serrato, Gabriel",On-Line
1,SOWK,4110,1,50075,SOCIAL WELFARE POLICY,,3,15,25,10:00-10:50,M W F,0218 BOND ACADEMIC BLDG,"Padilla-Chavez, Bryan",Main Campus
1,SOWK,4110,WH,49842,SOCIAL WELFARE POLICY,,3,6,20,07:00-08:15,M W,0216 BOND ACADEMIC BLDG,"Padilla-Chavez, Bryan",Main Campus
1,SOWK,4132,1,50077,SOCIAL RESEARCH SEMINAR,,3,4,20,05:30-06:45,M W,0216 BOND ACADEMIC BLDG,"Padilla-Chavez, Bryan",Main Campus
1,SOWK,4132,WH,47426,SOCIAL RESEARCH SEMINAR,,3,11,20,11:00-11:50,M W F,0216 BOND ACADEMIC BLDG,"Padilla-Chavez, Bryan",Main Campus
1,SOWK,4399,1,47952,FIELD OBSERVATION & EXPERIENCE,,3,22,25,01:00-01:50,M W F,0216 BOND ACADEMIC BLDG,"Serrato, Gabriel",Main Campus
1,SOWK,4402,1,47819,PRACTICUM II,,6,19,20,06:00-07:15,T R,0216 BOND ACADEMIC BLDG,"Serrato, Gabriel",Main Campus
1,SPAN,1001,1,49675,ELEMENTARY SPANISH I,,3,32,30,09:00-09:50,M W F,0104 MILLER HALL,"Mcwilliams, Royal",Main Campus
1,SPAN,1002,1,49676,ELEMENTARY SPANISH II,- $40 or under req txtbks cost,3,38,30,10:00-10:50,M W F,0104 MILLER HALL,"Mcwilliams, Royal",Main Campus
1,SPAN,1002,2,50307,ELEMENTARY SPANISH II,- $40 or under req txtbks cost,3,36,30,12:00-12:50,M W F,0104 MILLER HALL,"Mcwilliams, Royal",Main Campus
1,SPAN,1002,3,50355,ELEMENTARY SPANISH II,- $40 or under req txtbks cost,3,39,30,01:00-01:50,M W F,0104 MILLER HALL,"Mcwilliams, Royal",Main Campus
1,SPAN,2001,1,50356,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,48,30,02:00-02:50,M W F,0104 MILLER HALL,"Mcwilliams, Royal",Main Campus
1,SSCI,3813,1,50113,SOIL FERTLTY/FERTILIZTN,,3,12,10,09:00-09:50,M W,0124 TABOR AGR ACAD,"Terriquez Rendon, Samantha",Main Campus
1,SSCI,3813L,51,50114,SOIL FER/FERT LAB,,0,12,10,03:00-04:50,M,0124 TABOR AGR ACAD,"Terriquez Rendon, Samantha",Main Campus
1,STAT,3000,1,48866,STATISTICAL METHODS I,,3,7,30,02:00-03:40,M,0202 COMPUTER TECHNOLOGY/MATHE,"Mcroy, Charneissha",Main Campus
1,STAT,3000L,51,48867,STATISTICAL METHODS I LAB,,0,7,30,02:00-03:40,W,0218 COMPUTER TECHNOLOGY/MATHE,"Mcroy, Charneissha",Main Campus
1,VETY,1812,1,47453,MEDICAL TERMINOLOGY,- No-cost:$0 required txtbk cost,1,7,60,01:00-01:50,W,0117 ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,1824,1,47644,ANIMAL ANATOMY AND PHYSIOLOGY,- No-cost:$0 required txtbk cost,4,55,54,12:30-01:45,T R,0117 ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,1824L,51,47645,ANIMAL ANATOMY & PHYS LAB,- No-cost:$0 required txtbk cost,0,18,18,09:00-10:50,T,ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,1824L,52,47646,ANIMAL ANATOMY & PHYS LAB,- No-cost:$0 required txtbk cost,0,19,18,02:00-03:50,T,ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,1824L,53,48856,ANIMAL ANATOMY & PHYS LAB,- No-cost:$0 required txtbk cost,0,18,18,09:00-10:50,R,ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,2824,1,47283,HOSPITAL PROCEDURES,- No-cost:$0 required txtbk cost,2,21,28,10:00-10:50,M,0117 ONEAL VET TECH BLD,"Likianos, Sylvanus",Main Campus
1,VETY,2824L,51,47454,HOSPITAL PROCEDURES LAB,- No-cost:$0 required txtbk cost,0,17,14,10:00-11:50,W,ONEAL VET TECH BLD,"Likianos, Sylvanus",Main Campus
1,VETY,2824L,52,48386,HOSPITAL PROCEDURES LAB,- No-cost:$0 required txtbk cost,0,4,14,01:00-02:50,W,ONEAL VET TECH BLD,"Likianos, Sylvanus",Main Campus
1,VETY,2873,1,47284,RADIOLOGY,- No-cost:$0 required txtbk cost,3,21,32,09:30-10:20,T R,0117 ONEAL VET TECH BLD,"Likianos, Sylvanus",Main Campus
1,VETY,2873L,51,47455,RADIOLOGY LAB,- No-cost:$0 required txtbk cost,0,14,16,01:00-02:50,R,ONEAL VET TECH BLD,"Likianos, Sylvanus",Main Campus
1,VETY,2873L,52,47806,RADIOLOGY LAB,- No-cost:$0 required txtbk cost,0,7,16,03:00-04:50,R,ONEAL VET TECH BLD,"Likianos, Sylvanus",Main Campus
1,VETY,2893,1,47478,VETERINARY MICROBIOLOGY,- No-cost:$0 required txtbk cost,3,14,30,02:00-02:50,M W,0132 ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,2893L,51,47456,VETY MICROBIOLOGY LAB,- No-cost:$0 required txtbk cost,0,10,15,03:00-04:50,M,ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,2893L,52,48650,VETY MICROBIOLOGY LAB,- No-cost:$0 required txtbk cost,0,4,15,03:00-04:50,W,ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,3924,1,47285,VETERINARY CLINICAL PATH & CHM,- No-cost:$0 required txtbk cost,3,21,30,09:00-09:50,M W,0132 ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,VETY,3924L,51,47457,VETERINARY CLIN PATH & CHM LAB,- No-cost:$0 required txtbk cost,0,12,15,12:30-02:20,T,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,VETY,3924L,52,48458,VETERINARY CLIN PATH & CHM LAB,- No-cost:$0 required txtbk cost,0,8,15,12:30-02:20,R,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,VETY,3924L,53,50497,VETERINARY CLIN PATH & CHM LAB,,0,1,1,03:00-05:50,F,ONEAL VET TECH BLD,"el-Saah, Badruddeen",Main Campus
1,VETY,4863,1,48108,BIOMEDICAL RESEARCH METHODS,- No-cost:$0 required txtbk cost,2,5,20,11:00-11:50,M,0157 ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,4863L,51,48861,BIOMEDICAL RESEARCH LAB,- No-cost:$0 required txtbk cost,0,5,20,11:00-12:50,W,ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,4883,1,47758,SPECIAL TOPICS,- No-cost:$0 required txtbk cost,2,10,20,03:00-04:50,R,0132 ONEAL VET TECH BLD,"Coleman, Aerial",Main Campus
1,VETY,4923,1,47286,CLINICS-SMALL ANIM SURG & MED,- No-cost:$0 required txtbk cost,3,10,20,08:00-05:00,MTWRF,UGA-VET,"Coleman, Aerial",Main Campus
1,VETY,4933,1,47287,CLINICS-RECEIVING & CENTRAL,- No-cost:$0 required txtbk cost,3,10,20,08:00-05:00,MTWRF,UGA-VET,"Coleman, Aerial",Main Campus
1,VETY,4943,1,47288,CLINICS-ANESTHESIOLOGY,- No-cost:$0 required txtbk cost,3,10,20,08:00-05:00,MTWRF,UGA-VET,"Coleman, Aerial",Main Campus
1,VETY,4953,1,47289,CLINICS-CLINICAL APPLICATIONS,- No-cost:$0 required txtbk cost,3,10,20,08:00-05:00,MTWRF,UGA-VET,"Coleman, Aerial",Main Campus
1,ZOOL,3203K,1,47346,ENTOMOLOGY,,4,19,30,03:30-04:45,T R,0111 ACADEMIC CLASSROOM BUILDI,"Hang, Lily",Main Campus
1,ZOOL,3203L,51,47473,ENTOMOLOGY LAB,,0,19,30,01:00-02:50,F,0134 ACADEMIC CLASSROOM BUILDI,"Hang, Lily",Main Campus
1,ZOOL,3214K,1,50065,COMPARATIVE VERTEBRATE ANATOMY,,4,23,30,09:00-09:50,M W F,0314 ACADEMIC CLASSROOM BUILDI,"Kim, Chuan-Kun",Main Campus
1,ZOOL,3214L,51,50066,COMPARATIVE VERT-LAB,,0,23,30,02:00-04:50,T,0326 ACADEMIC CLASSROOM BUILDI,"Kim, Chuan-Kun",Main Campus
1,ZOOL,3254K,1,48803,HISTOLOGY,- $40 or under req txtbks cost,4,18,30,12:00-12:50,M W F,0111 ACADEMIC CLASSROOM BUILDI,"Ramirez, Joel",Main Campus
1,ZOOL,3254L,51,48804,HISTOLOGY-LAB,- $40 or under req txtbks cost,0,15,30,01:00-03:50,W,0324 ACADEMIC CLASSROOM BUILDI,"Ramirez, Joel",Main Campus
1,ZOOL,3254L,52,50508,HISTOLOGY-LAB,- $40 or under req txtbks cost,0,3,2,05:30-08:30,T,0324 ACADEMIC CLASSROOM BUILDI,"Ramirez, Joel",Main Campus
1,ZOOL,3384K,1,50393,ICHTYOLOGY,,4,7,20,10:00-10:50,M W F,0134 ACADEMIC CLASSROOM BUILDI,"Baker, Danielle",Main Campus
1,ZOOL,3384L,51,50430,ICHTYOLOGY LAB,,0,4,20,11:00-01:50,M,0134 ACADEMIC CLASSROOM BUILDI,"Baker, Danielle",Main Campus
1,ZOOL,3384L,52,50499,ICHTYOLOGY LAB,,0,3,2,02:00-04:50,F,0131 ACADEMIC CLASSROOM BUILDI,"Baker, Danielle",Main Campus
1,ZOOL,4294K,1,47373,VERTEBRATE PHYSIOLOGY,,4,33,24,11:00-11:50,M W F,0314 ACADEMIC CLASSROOM BUILDI,"al-Saad, Najeema",Main Campus
